roundness,complexity,hu0,hu1,hu2,hu3,hu4,hu5,hu6,sonka0,sonka1,sonka2,sonka3,fourier0_real,fourier0_complex,fourier1_real,fourier1_complex,fourier2_real,fourier2_complex,fourier3_real,fourier3_complex,fourier4_real,fourier4_complex
0.1397805310048761,0.0065339250798022944,0.4253775604662385,0.025908398294013594,0.013871435020644033,0.0007321975201076561,2.3332599674129827e-06,0.00011526771945165814,-3.1647965108688805e-08,0.03875941766354869,-2.320854182987466e-06,-0.00030084008630650564,8.455183134267731e-06,6245.0,5726.0,1682.2067099917058,-4251.954396432016,1054.3602613780708,-606.0636758549025,648.109320552597,-530.8216194879516,126.08466360495363,719.235804674654
0.1641871855335404,0.04813242969074526,0.3371272318424672,0.003916576551346997,0.0009111561243590916,0.0004074969071257002,-1.5254527889533868e-07,-1.9477380176171143e-05,-1.9591981893470393e-07,0.027434548474604404,4.8688714869788754e-08,-3.5132061528703153e-06,-9.444004760354693e-07,3645.0,4926.0,-1145.0604913028405,-2495.3286387582257,241.43091632720206,-1994.1057822390862,499.2719720476387,-873.3195485733503,-70.96219778810082,748.3089086804389
0.15159831199993398,0.01152219822092379,0.36324952261846244,0.011855351056125245,0.0021807759601746167,0.0004493525579231028,-3.6435551030604357e-07,-2.2674395882891064e-05,-2.551700606696891e-07,0.030023716156603906,7.256932802623407e-08,-2.4511266843852675e-05,1.4689442814256388e-06,5834.0,5315.0,679.2007430666631,-3917.842698443185,-1927.502887255625,-979.2440215381523,-1425.337656670069,289.8533184818063,350.0640996082161,-723.6606205744795
0.21931201738756065,0.30669578826496424,0.25798207856971506,0.0016578332873879763,0.0002757486423275586,0.000160570794450811,-1.2863083814190074e-08,-4.622135781546138e-06,-3.1243218233702346e-08,0.01622422989394066,5.779365129114596e-09,-2.9071960294874534e-07,-1.709380456615448e-08,1519.9999999999998,1707.9999999999998,-532.7528586836288,-916.1427479080052,296.7714577775421,-578.6643915373072,-135.77544631461,-259.1642074498829,223.66350053540071,29.332809129429037
0.11515760541538937,0.012734581146156852,0.3642200031837971,0.0321579122140906,0.001116697254484989,0.00016069384430820332,-6.667872912305775e-08,-2.3088469843232066e-05,1.3700480862907656e-08,0.02512457462627865,6.883794658053924e-09,-1.0280238777964347e-05,6.944137279976166e-07,2398.0,3794.0,-1330.6025691421314,-1978.9049807206002,382.48142481509853,-1237.39431319681,705.1210423598579,-753.4568312041454,-485.09693030293045,302.5888859600214
0.3700404695480534,0.0014752889291997561,0.2920984960128393,0.010319482922459234,0.002518157629410365,0.0008520650673510759,-1.24810348844402e-06,-8.655690697623003e-05,0.0,0.01875051211262587,2.921181187284302e-07,-9.96666455489613e-07,-3.4394388282245415e-06,367.0,464.0,-186.27666781369865,-253.53547356452975,48.277515331222176,-159.6668385475104,71.63639847655784,-97.6114729417017,21.434450263967975,87.30714475482591
0.20300785401154722,0.020052183481720755,0.5339921848083016,0.21333864917466927,0.02522143361355065,0.008094985317418523,0.00010371842969616153,0.00279935713635268,-5.119875084608971e-05,0.017952251065418524,-6.918590704490523e-07,-0.00012558571443477945,-0.00022325248698098625,4207.0,4233.0,161.76693488601893,-3132.05953307229,1800.8903693916732,-512.6399162649158,270.29571980565845,440.38102486428534,499.023351425741,-65.13345001802884
0.1524348002261922,0.034656631674115305,0.35408989282138215,0.010660428665128131,0.002155549550629591,0.0005528965263529281,-4.243556520836993e-07,-2.2863529335971033e-05,-4.292409600673729e-07,0.028679805883282446,1.065048470555915e-07,-1.946147806989313e-05,5.917398445089364e-06,2154.0,1711.0,-429.03484476260985,-1540.1066463158047,-813.6084784187315,-91.21547536975967,-365.83305276454473,439.4763250844511,-105.85518292651747,-310.61415824174117
0.20515444684832154,0.0018428502839611558,0.5351806001104946,0.21372824750016575,0.02593282016906451,0.008523460780338693,0.00011477218112682794,0.0030263984246148307,-5.371755344537129e-05,0.018172506808615867,-7.268157204087768e-07,-0.0001297415112383131,-0.00023876106491911372,2369.0,2965.0,801.5656168810035,-1373.527023137631,694.02602375535,-666.8031136690909,248.2532695285909,-112.34943969748278,-136.02126930026418,-183.6143897068772
0.2286593781637078,0.004226791426302239,0.292863941515241,0.012323753775904276,0.004910190429043578,0.0003355234584602956,4.2832991556498827e-07,3.658201326217083e-05,-4.4728470374385584e-08,0.01836138361598455,-2.7053088990236757e-07,-7.056094044501336e-05,7.72782185468781e-06,917.0,827.0,-621.1023252673087,-455.268706792977,-133.24446953178506,-139.56369602749288,-108.51510626181118,-61.844058409109316,94.31348674087027,30.534182831679757
0.2611949445162749,0.014531607160497806,0.23002678389981202,0.0008986038123072746,0.0001482911947029276,6.597180450171898e-05,-5.823353295002365e-10,-1.27110800248546e-06,-6.4991841813941835e-09,0.013003429374745882,8.503666783566671e-10,-7.205386831046987e-07,-6.873234165407472e-08,619.0,748.0,-217.18821422181543,-416.2784369361952,15.48246059494496,-305.265044670987,51.41721861050333,-106.43557847191077,-14.3532383729742,97.80671002129961
0.3700404695480534,0.0036860308359325552,0.2920984960128393,0.010319482922459234,0.002518157629410365,0.0008520650673510759,-1.24810348844402e-06,-8.655690697623003e-05,0.0,0.01875051211262587,2.921181187284302e-07,-9.96666455489613e-07,-3.4394388282245415e-06,367.0,464.0,-186.27666781369865,-253.53547356452975,48.277515331222176,-159.6668385475104,71.63639847655784,-97.6114729417017,21.434450263967975,87.30714475482591
0.31024214009078094,0.0032408301297141267,0.3474176621856897,0.02178421923432717,0.0056194275664714416,0.0017250639229308476,-5.296304496212338e-06,-0.0002502124953769033,8.925377950127679e-07,0.024728703191060703,1.2169255778770328e-06,4.147336333514506e-06,4.05258421834374e-06,1682.0,1872.0,-536.1916818187756,-1197.9267309934205,149.05812756977403,-678.8808993741848,579.2962924121919,-90.62255514102095,-260.920889148365,291.06003234971325
0.20748364379527515,0.025496386881801853,0.5197504729978893,0.05214917550958267,0.020947696828898577,0.0069699536586903255,-8.168111166408016e-05,-0.0015558322316833648,2.0521465216476475e-05,0.054497844667986774,1.931891421581828e-05,8.514524408671552e-05,-7.204531399433817e-05,10388.0,15316.0,-4568.56862994579,-7629.300596355753,365.35210073138705,-5210.193113213788,3514.6846464541077,-3741.421677634715,3248.922600731592,1275.6544493493952
0.13707555277059114,0.010037359154772977,0.4268195269036131,0.027454896079959407,0.014019187762525535,0.0008488503189103937,2.928198335381698e-06,0.00013759817603425277,-1.7335987659868123e-08,0.038680003116566164,-2.2875065561523344e-06,-0.0002985495647737395,8.082785677748216e-05,2232.0,4026.0,-812.1886990275611,-2381.8306124920186,153.63692543362518,-682.9224441891619,2.949108839874489,-473.20823130557835,238.15619782249644,302.4630241418188
0.2374601119640817,0.023064963629582543,0.2503973381924199,0.003131359523715201,0.0005740324473755981,7.299857163347413e-05,-1.4061079988908156e-08,-3.671536380347802e-06,5.057796178383795e-09,0.01489186686253347,7.87235250483521e-10,-6.38358476375294e-06,7.810883501089938e-07,2087.0,2318.0,490.4231726319134,-1748.9708374498027,-862.0199382004027,55.9970428107756,-198.37259961254153,-420.3174359183108,-125.1951055467072,-340.9833469512302
0.2161334471283753,0.03264894156081413,0.5360750117613724,0.2133417729557758,0.02659849221895292,0.008261235467664663,0.00010877247562249734,0.0027911657450745827,-5.625941156119878e-05,0.018508661319794954,-8.515174236152706e-07,-0.00013911710169972052,1.9242552026054886e-05,6310.999999999999,13361.999999999998,-1844.2385154557628,-7695.119810696869,2363.2337603686774,-4023.422518068512,1337.832841665853,-315.5362749614045,1185.5853649325086,-227.2549210870037
0.20536406532120863,0.0017488810059502213,0.5314484331010146,0.21093497568418754,0.025058612530479425,0.008333896958726054,0.00010938314580808442,0.0029433665956410766,-5.039624911167724e-05,0.017875615340334012,-6.503491299288021e-07,-0.0001220737182406125,-0.00011091040621818742,1363.0,2753.0,-930.6338851268571,-1315.7004505521104,-124.1555098577295,-967.8905051231361,119.7186838723032,-258.7553995692292,265.21371335058825,-89.09000021603995
0.14610379696906808,0.005656073355919773,0.35599277788846634,0.004457417544411131,0.001182660881324847,0.0006107263992641122,-2.033224200467605e-07,-2.6219265187746736e-05,-4.775580393161733e-07,0.030568360091083945,8.875853334444713e-08,-2.6636087107696436e-06,3.6726514446652657e-06,3644.0,4569.0,-677.4807028273207,-2655.5188008837413,-97.65517324972586,-1960.554648037594,1021.3295726415466,-216.92319815475054,-751.3233365961181,258.0855396055978
