roundness,hu0,hu1,hu2,hu3,hu4,hu5,hu6,sonka0,sonka1,sonka2,sonka3,complexity,fourier0,fourier1,fourier2,fourier3,fourier4
-0.26651386992741366,-1.027586515656823,-0.4219829247945252,-0.7999104726263291,-0.6070573973797714,-0.3083912747186422,-0.32533089332628473,0.3754816165461681,-1.0626357629911438,-0.07361608499126027,0.5966438704083057,0.20783541046336923,-0.36456376078501845,(-0.49459014729353745-0.6420823035411287j),(0.04367699513503881+0.6979966473113599j),(0.02101974925037031+0.320034919982656j),(-0.06764657369388892+0.3442831814984501j),(-0.2528097578032224+0.07046257907155293j)
0.8395557641249141,-1.5670572629890398,-0.6578526391006461,-0.8446492850473204,-0.6227474190009565,-0.30836000239050093,-0.32478676523764277,0.37331743244299137,-1.2732936443556018,-0.07409385299019473,0.6172490452221704,0.20951523302245054,-0.37340821564884924,(-0.5562630297762408-0.7610825537516566j),(0.13215620898409222+0.8210130069750213j),(-0.03379722305337322+0.4096362015356149j),(-0.18478977641236102+0.4560873009548431j),(-0.13405844833974975+0.030048260963143465j)
-0.060161339538589556,1.7108299432811365,2.2384022267110897,1.9344998073386743,2.279852130312693,2.3546737603687857,2.4481997963887214,-2.3268761439400167,-0.6737696216100905,-0.268098415700753,-0.5475957426756212,-1.5276045802981078,-0.36723421147920204,(-0.3844480617756472-0.3661421166063233j),(-0.11129929955351185+0.48612009998875805j),(-0.08464503114467525+0.010347979973597956j),(-0.12163293963764267+0.3052628469356724j),(0.13927696435016243-0.10734481923581018j)
-0.5181185121318961,-0.7910033583192932,-0.39012128837731735,-0.8117368171104035,-0.616822787746949,-0.30874023043364157,-0.33142598480141616,0.3745108801180574,-0.7915381355958533,-0.07339263949242501,0.6057071104050779,0.207010093908975,-0.24104940718440615,(-0.1902369792691397-0.1924886615940502j),(-0.23028702136789464+0.2186752551835959j),(0.22301801243855698-0.051217427375903915j),(0.23185995878706572-0.019501299211493593j),(-0.6422361176175966+0.1633800340187497j)
-0.715161274563578,-0.1608042723685455,-0.6111669248143065,-0.7362062922727292,-0.44357805214089474,-0.31592779095668055,-0.3515513450160292,0.35431273093555316,0.6387208878248085,-0.04543984382059029,0.6053820773152626,0.1827340172771433,-0.19428175055828237,(0.8112370365475496+1.0698833746982488j),(-0.572818969712136-0.8700690450305925j),(0.42559217148915085-1.8148181928480118j),(0.6371936378527122-1.0401406016368386j),(-0.1453602295353057+1.7578972990437012j)
-0.7461580810123096,-0.1822825056900682,-0.523379136303109,-0.6207621557597116,-0.48896516513808475,-0.3174632386730255,-0.34481800415902625,0.3595124466417402,0.434617835700021,-0.051363626119398695,0.4005249370168021,0.26616889341209365,-0.02617995705912909,(1.838115600161992+1.5515669717582783j),(1.759877054618378-1.617384503129631j),(-2.57587020193504+0.5712244210010983j),(0.6782764944068966-1.8868368550933423j),(-0.7082359791818601-1.7769303666532332j)
-1.2748645629166413,0.2164395949813411,-0.16747526125327142,-0.6996755509443895,-0.5703375100853028,-0.31129249583293994,-0.3542728686958901,0.37675920485698106,0.4904989094880332,-0.06961566638230592,0.5022644430133998,0.2553126561937729,-0.10345641489912884,(1.2452871064867923+2.1577662800638744j),(-0.3105483361188739-2.177850628753366j),(2.6477285846263956+0.07241671886115139j),(-0.7912291662740889-2.5561135229300196j),(-0.7292624711470463-2.325212906811441j)
0.16839530251241774,-1.1771894915575714,-0.6166983357062187,-0.7759533792714438,-0.6114303880116183,-0.3091946483120526,-0.3290962490427854,0.37370799873473637,-0.8892820943818016,-0.0732357518534451,0.5453899620446601,0.2276609710039268,-0.3749859178482477,(-0.46567576065530525-0.6200204594009746j),(0.04454656666336456+0.6811137119525011j),(-0.09573656168625343+0.30316430503816894j),(-0.08374363816085702+0.39107000781829926j),(-0.09361696248605625+0.1294341995721325j)
1.1190466559135894,-0.09214692266301654,-0.34683891857509913,-0.0997277535656314,0.08457182802178255,-0.49591205948715267,-0.6170287540186586,0.46701703362588065,0.25840899027156666,0.45541327643460117,0.6599874084297644,-0.02281860859817701,-0.3695678981261219,(-0.34567269934749767-0.45539230426421917j),(-0.05478377106828769+0.5205898825965299j),(0.1458975706483963+0.1517371186928615j),(0.0438616230969149+0.07449618481371509j),(0.11372627877723619+0.3488125442907958j)
-0.7485811708740672,0.5561709309925479,-0.314735618503146,0.5573103606271479,-0.3502745306179228,-0.24358078712590553,-0.21118865315737503,0.32450943734164783,1.4516605987499427,-0.6118355519363683,-1.8976171808723723,0.6302873575504195,-0.34628913066616357,(-0.326117882950543-0.05593921718112709j),(-0.3550023809118382+0.10717086487592181j),(-0.039852598418476694+0.05983125248443885j),(-0.32269733616344537+0.0844512880741934j),(0.2809370107559147+0.2842561265269672j)
-0.5470482626299397,-0.8539454632854926,-0.4009764821976824,-0.8057077701151409,-0.6149383745237135,-0.30863178367723787,-0.3284247369788891,0.3748645928660824,-0.8617010377189019,-0.07355624765012818,0.597366015657155,0.20854097340846758,-0.2997432791566915,(-0.05586029223365601-0.2516545163335542j),(0.02386068058231866+0.17550206713496186j),(0.26034421199238533+0.057461393479458965j),(0.38729858020784075+0.40145202071215313j),(-0.6833440184454028+0.16059384387662476j)
